Date (GMT-7:00),CPM,ACPM,uSv/h,Latitude,Longitude
2023-09-15 09:34:35,16,13.33,0.1,38.864147,-77.7026515
2023-09-15 09:29:33,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 09:24:31,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 09:19:29,9,13.33,0.06,38.864147,-77.7026515
2023-09-15 09:14:27,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 09:09:25,8,13.33,0.05,38.864147,-77.7026515
2023-09-15 09:04:23,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 08:59:21,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 08:54:19,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 08:49:17,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 08:44:15,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 08:39:14,8,13.33,0.05,38.864147,-77.7026515
2023-09-15 08:34:11,16,13.33,0.1,38.864147,-77.7026515
2023-09-15 08:29:09,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 08:24:07,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 08:19:05,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 08:14:05,19,13.33,0.12,38.864147,-77.7026515
2023-09-15 08:09:01,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 08:03:59,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 07:58:57,17,13.33,0.11,38.864147,-77.7026515
2023-09-15 07:53:55,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 07:48:53,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 07:43:51,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 07:38:49,20,13.33,0.13,38.864147,-77.7026515
2023-09-15 07:33:47,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 07:28:45,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 07:23:45,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 07:18:41,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 07:13:39,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 07:08:37,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 07:03:35,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 06:58:33,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 06:53:31,5,13.33,0.03,38.864147,-77.7026515
2023-09-15 06:48:29,10,13.33,0.06,38.864147,-77.7026515
2023-09-15 06:43:27,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 06:38:25,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 06:33:23,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 06:28:21,20,13.33,0.13,38.864147,-77.7026515
2023-09-15 06:23:19,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 06:18:19,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 06:13:15,19,13.33,0.12,38.864147,-77.7026515
2023-09-15 06:08:13,7,13.33,0.05,38.864147,-77.7026515
2023-09-15 06:03:12,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 05:58:09,17,13.33,0.11,38.864147,-77.7026515
2023-09-15 05:53:07,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 05:48:05,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 05:43:03,17,13.33,0.11,38.864147,-77.7026515
2023-09-15 05:38:01,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 05:32:59,17,13.33,0.11,38.864147,-77.7026515
2023-09-15 05:27:57,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 05:22:55,17,13.33,0.11,38.864147,-77.7026515
2023-09-15 05:17:53,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 05:12:51,8,13.33,0.05,38.864147,-77.7026515
2023-09-15 05:07:49,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 05:02:47,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 04:57:45,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 04:52:43,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 04:47:41,7,13.33,0.05,38.864147,-77.7026515
2023-09-15 04:42:39,8,13.33,0.05,38.864147,-77.7026515
2023-09-15 04:37:37,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 04:32:35,16,13.33,0.1,38.864147,-77.7026515
2023-09-15 04:27:33,23,13.33,0.15,38.864147,-77.7026515
2023-09-15 04:22:32,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 04:17:29,19,13.33,0.12,38.864147,-77.7026515
2023-09-15 04:12:27,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 04:07:25,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 04:02:23,17,13.33,0.11,38.864147,-77.7026515
2023-09-15 03:57:21,8,13.33,0.05,38.864147,-77.7026515
2023-09-15 03:52:19,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 03:47:17,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 03:42:15,8,13.33,0.05,38.864147,-77.7026515
2023-09-15 03:37:13,23,13.33,0.15,38.864147,-77.7026515
2023-09-15 03:32:11,10,13.33,0.06,38.864147,-77.7026515
2023-09-15 03:27:09,9,13.33,0.06,38.864147,-77.7026515
2023-09-15 03:22:07,16,13.33,0.1,38.864147,-77.7026515
2023-09-15 03:17:05,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 03:12:03,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 03:07:01,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 03:01:59,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 02:56:57,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 02:51:55,17,13.33,0.11,38.864147,-77.7026515
2023-09-15 02:46:53,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 02:41:51,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 02:36:49,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 02:31:47,10,13.33,0.06,38.864147,-77.7026515
2023-09-15 02:26:45,10,13.33,0.06,38.864147,-77.7026515
2023-09-15 02:21:43,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 02:16:41,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 02:11:39,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 02:06:37,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 02:01:35,12,13.33,0.08,38.864147,-77.7026515
2023-09-15 01:56:33,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 01:51:31,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 01:46:29,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 01:41:27,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 01:36:25,14,13.33,0.09,38.864147,-77.7026515
2023-09-15 01:31:23,15,13.33,0.1,38.864147,-77.7026515
2023-09-15 01:26:21,13,13.33,0.08,38.864147,-77.7026515
2023-09-15 01:21:19,9,13.33,0.06,38.864147,-77.7026515
2023-09-15 01:16:17,11,13.33,0.07,38.864147,-77.7026515
2023-09-15 01:11:15,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 01:06:13,18,13.33,0.12,38.864147,-77.7026515
2023-09-15 01:01:11,17,13.33,0.11,38.864147,-77.7026515
2023-09-15 00:56:09,10,13.33,0.06,38.864147,-77.7026515
2023-09-15 00:51:07,23,13.33,0.15,38.864147,-77.7026515
2023-09-15 00:46:05,11,13.33,0.07,38.864147,-77.7026515
